CustomerID,Gender,Age,Region,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,JoinDate,LastActivityDate,Feedback
CUST1589,F,60,south ,28,40903.84,3,Yes,Active,43555.06,0,15-01-2020,10-07-2023, poor
CUST1590,F,66,south ,38,88693.81,1,1,0,117060.74,0,15-02-2021,Aug 5 2023,Good
CUST1591,Male,79,West,48,50675.56,3,Yes,0,81437.11,0,March 3 2022,Aug 5 2023,excellent 
CUST1592,Male,41,south ,14,62062.6,2,1,0,87220.76,0,15-01-2020,Aug 5 2023,excellent 
CUST1593,Female,61,North,36,93361.63,4,1,0,29270.51,0,15-01-2020,10-06-2023,Bad
CUST1594,F,55,south ,9,26860.44,2,Yes,Inactive,145417.38,0,15-01-2020,10-07-2023,Average
CUST1595,Male,75,south ,33,98355.61,1,1,1,135698.27,No,15-01-2020,10-07-2023,excellent 
CUST1596,F,64,East,7,89720.02,2,No,1,122153.85,No,15-01-2020,Aug 5 2023,Bad
CUST1597,Male,40,south ,49,16017.35,1,No,Active,128333.84,No,15-02-2021,10-06-2023, poor
CUST1598,Male,59,south ,56,77500.82,2,0,Active,38372.35,0,March 3 2022,Aug 5 2023,Average
CUST1599,Male,51,south ,45,48676.57,4,No,1,149547.18,No,March 3 2022,Aug 5 2023, poor
CUST1600,M,24,south ,52,68963.56,1,0,Active,84301.53,0,March 3 2022,Aug 5 2023,Average
CUST1601,Male,63,East,9,48676.57,3,No,1,114918.47,No,15-01-2020,10-06-2023,excellent 
CUST1602,F,75,East,23,58882.48,2,1,0,87220.76,0,15-02-2021,10-07-2023,Good
CUST1603,F,20,North,29,96685.36,4,1,Inactive,108780.07,0,15-02-2021,Aug 5 2023,Good
CUST1604,Male,35,North,28,70953.72,2,0,Active,123808.85,No,15-02-2021,Aug 5 2023,Bad
CUST1605,F,73,south ,4,48772.52,1,No,0,145886.8,0,March 3 2022,Aug 5 2023,excellent 
CUST1606,Male,50,East,8,8981.3,3,Yes,0,44605.88,Yes,March 3 2022,10-07-2023,excellent 
CUST1607,M,18,NORTH,25,48676.57,2,1,Active,31958.09,No,15-01-2020,Aug 5 2023,Good
CUST1608,Male,66,south ,46,48676.57,1,0,0,83613.81,0,15-01-2020,Aug 5 2023,Average
CUST1609,Male,52,South,19,17862.01,2,1,Active,51584.12,0,15-01-2020,10-06-2023, poor
CUST1610,Male,73,North,50,99213.28,3,1,Inactive,53741.09,No,15-01-2020,10-06-2023,Bad
CUST1611,M,44,South,47,48676.57,2,No,Active,87220.76,0,March 3 2022,Aug 5 2023,Bad
CUST1000,Male,47,South,17,11175.08,2,Yes,Inactive,145054.45,No,March 3 2022,Aug 5 2023,Good
CUST1613,Male,59,South,29,70518.22,2,1,Inactive,120696.95,0,15-01-2020,Aug 5 2023,Good
CUST1614,Female,48,south ,3,53391.95,3,0,1,126083.95,0,March 3 2022,10-06-2023,Good
CUST1615,F,67,West,46,39477.08,2,1,1,93652.55,No,15-02-2021,Aug 5 2023, poor
CUST1616,M,38,south ,3,48403.26,3,No,Active,98941.21,0,15-01-2020,10-07-2023, poor
CUST1617,Male,68,East,26,38032.31,1,1,0,146612.66,Yes,15-02-2021,Aug 5 2023,Good
CUST1618,Male,73,North,29,23021.72,3,Yes,Active,84104.52,0,15-01-2020,10-06-2023,Good
CUST1619,M,26,NORTH,32,8457.92,2,No,Inactive,69281.6,No,15-01-2020,Aug 5 2023,Average
CUST1620,Male,44,NORTH,32,28743.68,1,0,1,147668.3,0,March 3 2022,Aug 5 2023,Average
CUST1621,F,18,south ,47,3303.76,2,No,Active,49724.03,No,15-02-2021,Aug 5 2023,Good
CUST1622,Male,18,East,49,38853.83,3,Yes,0,138676.22,0,15-01-2020,10-06-2023,Good
CUST1623,Male,43,South,57,40408.02,1,1,0,47802.06,0,March 3 2022,10-07-2023,Good
CUST1624,Female,39,East,55,40802.4,1,1,Active,76277.57,No,March 3 2022,10-07-2023,Good
CUST1625,Male,27,West,53,46446.64,2,Yes,Active,30013.07,No,15-02-2021,Aug 5 2023,Bad
CUST1626,M,64,South,22,46583.27,3,Yes,Inactive,56528.9,No,March 3 2022,Aug 5 2023,Bad
CUST1627,Female,67,East,20,99676.16,4,1,Inactive,143963.5,0,15-01-2020,10-06-2023,Average
CUST1628,M,41,NORTH,18,52325.49,2,Yes,0,148461.59,0,15-01-2020,Aug 5 2023,excellent 
CUST1629,F,50,South,20,61442.54,2,1,Inactive,107314.95,0,15-02-2021,Aug 5 2023,Good
CUST1630,Male,21,NORTH,42,14868.58,2,Yes,0,41351.83,No,15-01-2020,10-06-2023,Bad
CUST1631,Female,27,South,47,80329.5,1,No,1,147126.79,0,15-01-2020,10-06-2023,Average
CUST1000,Female,54,East,36,93315.76,2,1,Active,141388.22,0,15-01-2020,Aug 5 2023,Good
CUST1633,Female,27,south ,45,84545.03,1,0,Inactive,71581.11,0,15-01-2020,10-07-2023, poor
CUST1634,Female,52,south ,22,3259.61,3,1,0,34832.65,No,15-01-2020,Aug 5 2023,Good
CUST1635,Female,67,East,52,65491.3,2,0,1,141326.89,No,15-01-2020,10-06-2023, poor
CUST1636,M,57,south ,6,48676.57,1,1,Active,46656.23,No,15-01-2020,10-06-2023,Good
CUST1637,M,69,south ,38,63429.92,3,1,1,99764.15,No,15-01-2020,Aug 5 2023,Average
CUST1638,F,76,south ,35,52390.8,1,0,1,87220.76,0,15-01-2020,10-07-2023, poor
CUST1639,M,40,West,6,95236.37,3,Yes,0,88654,Yes,March 3 2022,10-07-2023,Bad
CUST1640,Male,26,South,12,60634.21,3,Yes,Inactive,87220.76,0,15-02-2021,10-07-2023,Bad
CUST1641,Male,51,East,24,99141.28,1,No,Active,87220.76,No,15-02-2021,Aug 5 2023,Bad
CUST1642,M,45,East,34,12291.39,2,1,Inactive,20546.83,1,15-02-2021,Aug 5 2023,Good
CUST1643,Male,41,south ,44,68205.74,4,No,0,76500.32,0,15-02-2021,10-06-2023,Good
CUST1644,Male,67,South,53,10987.14,2,1,0,108201.4,1,March 3 2022,Aug 5 2023,Bad
CUST1645,F,22,south ,26,92794.2,2,0,0,78271.32,No,15-01-2020,Aug 5 2023,Good
CUST1646,M,33,NORTH,34,67340.38,4,Yes,Active,87220.76,Yes,March 3 2022,Aug 5 2023,excellent 
CUST1647,Female,18,North,17,98188.7,3,1,Inactive,97225.14,0,March 3 2022,10-07-2023,Good
CUST1648,Male,56,North,3,93829.97,2,1,0,73934.61,No,15-01-2020,10-07-2023,excellent 
CUST1649,F,75,West,48,48676.57,1,1,0,84124.84,0,March 3 2022,Aug 5 2023,excellent 
CUST1650,Female,55,south ,7,46157.43,4,0,1,92291.83,0,15-01-2020,Aug 5 2023, poor
CUST1651,Male,40,South,34,48676.57,4,1,1,103630.86,No,15-02-2021,10-06-2023,Good
CUST1652,M,74,East,56,6360.57,4,0,0,87220.76,No,March 3 2022,10-06-2023,Bad
CUST1653,Female,45,south ,15,46462.69,2,0,0,96724.55,No,15-02-2021,Aug 5 2023,Good
CUST1654,M,52,North,20,80997.19,4,1,Active,104194.1,1,March 3 2022,Aug 5 2023,Bad
CUST1655,Male,49,south ,25,77748.82,4,1,0,82286.55,0,March 3 2022,Aug 5 2023,Good
CUST1656,Male,58,NORTH,52,99114.2,2,No,1,60579.99,1,March 3 2022,Aug 5 2023,Good
CUST1657,Male,37,North,32,4011.68,4,No,1,149929.62,No,15-02-2021,10-06-2023,Good
CUST1658,Male,58,South,54,66303.24,2,0,0,68693.25,0,15-01-2020,Aug 5 2023, poor
CUST1659,F,63,North,42,85772.14,1,1,Inactive,90573.18,0,15-01-2020,10-07-2023,Good
CUST1660,Male,65,NORTH,32,76208.4,1,0,0,86823.92,No,March 3 2022,10-06-2023,excellent 
CUST1661,Male,26,East,37,48676.57,1,0,Inactive,84992.85,Yes,15-02-2021,Aug 5 2023,Good
CUST1662,Female,47,south ,41,75541.59,2,No,Active,61906.22,No,March 3 2022,10-06-2023,excellent 
CUST1663,Male,45,South,54,73367.73,4,0,0,101243.05,0,15-02-2021,Aug 5 2023,Average
CUST1664,Male,60,south ,4,45297.59,3,0,0,76348.35,No,March 3 2022,Aug 5 2023,excellent 
CUST1665,Male,36,North,22,29355.3,2,No,Active,91186.62,Yes,15-01-2020,Aug 5 2023,Bad
CUST1666,Male,42,East,11,22791.67,2,1,1,87220.76,1,15-02-2021,10-06-2023,Good
CUST1667,Male,36,south ,32,65335.78,2,1,0,117462.59,0,March 3 2022,Aug 5 2023, poor
CUST1668,Female,48,south ,51,53066.91,3,1,0,40579.91,0,15-01-2020,10-06-2023,Good
CUST1669,F,28,NORTH,56,48676.57,1,Yes,0,59936.4,0,15-01-2020,10-07-2023,Good
CUST1670,Male,47,south ,40,92652.18,1,0,Inactive,136838.99,0,15-01-2020,10-06-2023,Good
CUST1671,F,23,West,53,24369.24,2,1,1,35500.56,0,March 3 2022,Aug 5 2023,Average
CUST1672,Male,25,south ,42,37556.36,2,1,Inactive,73725.52,No,15-01-2020,10-07-2023, poor
CUST1673,F,52,south ,58,20952.21,4,Yes,1,101222.29,0,15-02-2021,Aug 5 2023,Good
CUST1674,Male,34,West,5,48676.57,1,0,0,132302.04,No,15-02-2021,10-07-2023,Good
CUST1675,Male,24,East,44,57730.72,2,0,1,147582.83,0,15-02-2021,10-07-2023,Good
CUST1676,Male,29,East,6,50013.45,2,0,Inactive,124449.6,0,15-02-2021,10-07-2023,Bad
CUST1677,M,29,NORTH,20,9936.78,4,1,1,25593.33,No,March 3 2022,10-07-2023,Good
CUST1678,Male,79,south ,51,48676.57,2,1,0,129139.29,0,15-01-2020,10-07-2023,Bad
CUST1679,F,44,NORTH,23,44606.69,2,1,Active,87940.96,0,15-01-2020,Aug 5 2023, poor
CUST1680,Male,52,south ,34,45824.26,1,1,0,100857.15,0,15-02-2021,Aug 5 2023,Good
CUST1681,F,79,West,24,998.42,1,1,1,101326.37,Yes,15-01-2020,10-07-2023,Average
CUST1682,Male,20,North,37,65378.57,3,Yes,Active,142518.27,No,15-02-2021,Aug 5 2023, poor
CUST1683,F,37,south ,14,48676.57,1,1,Active,89039.32,No,March 3 2022,Aug 5 2023,Good
CUST1684,Female,69,West,33,24136.84,3,1,1,23157.87,0,15-01-2020,10-07-2023,Bad
CUST1685,M,42,North,59,14235.75,2,No,Inactive,90680.25,No,March 3 2022,Aug 5 2023,Good
CUST1686,Female,38,West,57,77573.39,2,0,0,77790.78,No,March 3 2022,10-07-2023,Bad
CUST1687,F,35,West,55,20229.57,4,1,Active,134979.66,No,15-01-2020,10-07-2023,Good
CUST1688,Male,24,south ,47,48676.57,2,No,0,87220.76,0,15-01-2020,Aug 5 2023,Good
CUST1689,Male,37,south ,21,51699.03,2,No,Active,138751.72,No,15-01-2020,10-07-2023,Good
CUST1690,Female,38,NORTH,23,88623.09,2,0,Active,38217.67,0,March 3 2022,10-06-2023,Bad
CUST1691,Male,49,East,30,4533.99,2,1,1,72381.93,0,15-01-2020,Aug 5 2023,Bad
CUST1692,Male,18,South,9,22163.21,3,Yes,0,28470.71,0,15-02-2021,10-06-2023,Good
CUST1693,Male,55,South,36,86857.8,1,1,1,91136.1,0,15-02-2021,Aug 5 2023,Good
CUST1694,F,34,West,47,70772.67,3,0,Active,130115.74,0,March 3 2022,Aug 5 2023,Average
CUST1695,F,53,NORTH,34,46407.47,2,0,Inactive,29895.84,No,15-01-2020,10-07-2023,Good
CUST1696,Female,57,south ,25,70140.38,2,No,Inactive,44962.24,No,March 3 2022,Aug 5 2023,Good
CUST1697,F,78,South,24,14635.74,3,0,0,116557.81,No,15-02-2021,10-06-2023,excellent 
CUST1698,Male,68,south ,59,21961.89,2,No,0,81198.83,0,15-01-2020,10-06-2023,Bad
CUST1699,M,72,south ,29,59732.44,2,Yes,1,135392.64,No,15-01-2020,Aug 5 2023,excellent 
CUST1700,Male,79,North,25,17796.61,2,Yes,0,118042.42,0,15-02-2021,Aug 5 2023,Good
CUST1701,Male,63,East,37,69016.51,2,No,1,87220.76,0,15-01-2020,10-07-2023,Bad
CUST1702,F,28,NORTH,15,48676.57,3,1,1,77071.87,0,15-01-2020,10-07-2023,Average
CUST1703,M,44,East,1,27901.58,2,1,0,144165.21,No,15-02-2021,10-06-2023,Bad
CUST1704,M,38,south ,33,73591.1,2,1,0,87220.76,No,15-01-2020,Aug 5 2023,excellent 
CUST1705,F,65,south ,46,58351.69,3,1,1,48098.98,1,March 3 2022,Aug 5 2023,Good
CUST1706,Male,26,south ,29,43362.67,2,0,Active,45170.45,No,15-01-2020,Aug 5 2023,Bad
CUST1707,F,27,West,7,53620.95,4,0,Inactive,68994.36,0,March 3 2022,10-07-2023,Good
CUST1708,Female,60,south ,28,61774.56,4,Yes,Active,132615.57,No,15-02-2021,10-06-2023,Good
CUST1709,M,32,south ,26,12533.11,4,No,0,87220.76,No,15-01-2020,Aug 5 2023,Bad
CUST1710,Male,73,NORTH,44,69352.9,4,No,0,39292.85,No,March 3 2022,10-06-2023,Good
CUST1711,M,61,NORTH,10,27623.12,1,0,Inactive,91803.31,No,March 3 2022,10-07-2023,Good
CUST1712,Female,69,South,7,36431.13,4,1,1,59561.03,1,15-01-2020,10-06-2023,Average
CUST1713,Male,34,North,6,52161.5,3,1,0,99267.36,0,March 3 2022,Aug 5 2023, poor
CUST1714,M,68,West,45,10223.36,2,1,0,126473.84,No,15-02-2021,Aug 5 2023,excellent 
CUST1715,Male,28,North,41,65925.86,2,No,1,101877.7,0,15-01-2020,10-07-2023,Bad
CUST1716,Female,41,East,20,90289.48,3,Yes,Active,78930.05,0,15-01-2020,10-06-2023, poor
CUST1717,F,48,south ,27,49297.99,4,No,1,83138.58,0,15-01-2020,10-07-2023, poor
CUST1718,Male,69,East,31,29380.33,1,Yes,1,24544.32,0,15-01-2020,Aug 5 2023,Good
CUST1719,Male,18,West,18,28676.6,2,No,Active,24376.27,0,15-01-2020,10-06-2023,Good
CUST1720,Female,71,West,31,49912.76,1,0,0,136081.26,No,15-01-2020,Aug 5 2023,excellent 
CUST1721,M,35,south ,10,27540.27,2,No,Inactive,106591.4,0,15-01-2020,10-07-2023,Good
CUST1722,M,50,south ,26,48676.57,2,1,Inactive,134515.26,No,15-01-2020,10-06-2023,Average
CUST1723,Male,49,West,25,19903.02,3,1,0,87220.76,0,March 3 2022,Aug 5 2023,Bad
CUST1724,Male,76,South,5,48676.57,1,1,0,103367.75,No,March 3 2022,Aug 5 2023,Good
CUST1725,Male,38,West,11,72349.79,2,1,0,94256.78,0,15-01-2020,10-07-2023,excellent 
CUST1726,Female,74,North,51,44893.9,4,Yes,Active,87220.76,0,March 3 2022,Aug 5 2023,Good
CUST1727,Female,61,south ,19,26790.75,3,No,Active,105645.4,No,15-01-2020,10-06-2023,Bad
CUST1728,Male,37,south ,11,48676.57,2,1,1,108893.5,1,March 3 2022,Aug 5 2023,Average
CUST1729,F,71,south ,52,71226.49,3,1,Inactive,144882.33,0,15-01-2020,10-06-2023, poor
CUST1730,M,76,south ,24,42999.56,2,No,Active,98465.64,0,15-02-2021,Aug 5 2023, poor
CUST1731,F,27,East,23,57076.39,2,1,Active,71956.42,No,15-01-2020,Aug 5 2023,Average
CUST1732,Male,20,south ,38,65381.06,1,0,1,86446.42,0,15-02-2021,Aug 5 2023,Good
CUST1733,Female,58,East,39,33754.5,1,Yes,1,101570.79,No,15-01-2020,Aug 5 2023,excellent 
CUST1734,Female,31,South,25,7455.79,2,1,Active,107025.01,No,15-02-2021,Aug 5 2023,excellent 
CUST1735,Male,68,South,3,44976.65,1,No,0,43453.42,No,15-02-2021,10-07-2023, poor
CUST1736,M,76,south ,27,13592.83,3,0,0,39443.13,No,15-01-2020,10-07-2023,Good
CUST1737,F,72,West,27,5494.07,3,Yes,Active,104323.46,0,15-02-2021,10-06-2023,excellent 
CUST1738,Male,37,south ,23,93292.94,3,Yes,0,55658.89,0,15-01-2020,Aug 5 2023,Good
CUST1739,Male,47,NORTH,50,92324.35,2,1,1,124896.19,Yes,15-01-2020,Aug 5 2023,Good
CUST1740,Male,79,East,42,63318.84,4,1,1,87220.76,0,15-01-2020,Aug 5 2023,Good
CUST1741,Male,52,south ,10,35720.2,4,No,0,52037.04,No,15-01-2020,Aug 5 2023,Average
CUST1742,M,57,south ,20,34236.71,1,1,1,78214.79,0,15-01-2020,10-07-2023,Good
CUST1743,Male,79,South,30,31805.98,2,0,1,137534.14,0,15-01-2020,10-06-2023,excellent 
CUST1744,M,74,South,29,5618.65,2,No,Inactive,23432.01,No,15-02-2021,10-07-2023,excellent 
CUST1745,Male,24,East,24,16212.11,1,No,0,143309.44,No,15-02-2021,10-07-2023,excellent 
CUST1746,F,22,NORTH,44,48676.57,3,0,0,53592.74,0,March 3 2022,Aug 5 2023,Good
CUST1747,M,61,North,12,24181.51,2,Yes,Active,72502.23,No,15-02-2021,Aug 5 2023,Good
CUST1748,Female,26,East,10,55979.75,2,1,Inactive,67583.01,No,15-01-2020,Aug 5 2023,Bad
CUST1749,M,51,south ,37,81918.59,1,1,Inactive,32313.2,0,15-02-2021,Aug 5 2023,excellent 
CUST1750,Male,21,North,19,44522.73,2,Yes,Active,122207.34,0,15-02-2021,Aug 5 2023,Average
CUST1751,F,36,south ,22,21958.19,2,0,0,87220.76,No,March 3 2022,Aug 5 2023,Bad
CUST1752,Male,79,south ,42,52957.63,4,1,1,59919.75,No,March 3 2022,10-07-2023,Bad
CUST1753,Male,27,West,34,9532.27,2,Yes,0,87220.76,0,15-02-2021,10-07-2023,Good
CUST1754,Female,74,North,10,75553.07,1,Yes,Inactive,49214.62,0,15-02-2021,10-06-2023,Good
CUST1755,Male,41,NORTH,32,47733.89,2,No,Active,70051.76,0,March 3 2022,Aug 5 2023,Good
CUST1756,Male,52,West,44,15672.17,1,No,0,136728.11,0,15-02-2021,Aug 5 2023, poor
CUST1757,F,68,NORTH,48,51588.24,4,1,Inactive,99040.12,No,15-01-2020,Aug 5 2023,Good
CUST1758,M,42,south ,18,25994.46,1,1,Active,121665.79,No,March 3 2022,Aug 5 2023,Good
CUST1759,F,59,East,50,59656.75,3,No,0,125898.98,Yes,15-01-2020,10-06-2023,Average
CUST1760,M,42,East,8,53527.1,2,1,Inactive,125833.32,No,15-02-2021,10-07-2023, poor
CUST1761,Female,27,East,41,82843.55,2,0,0,70052.78,0,15-01-2020,10-06-2023,Good
CUST1762,Female,24,East,19,65501.78,2,Yes,0,126017.06,0,15-01-2020,Aug 5 2023, poor
CUST1763,M,38,south ,53,19182.02,3,Yes,1,145980.93,0,15-02-2021,10-06-2023,Average
CUST1764,Male,72,south ,41,30109.29,2,0,Active,78363.03,0,March 3 2022,10-07-2023,Good
CUST1765,F,33,North,21,73303.36,2,0,Inactive,68370.39,No,15-01-2020,Aug 5 2023, poor
CUST1766,Male,42,East,34,84561.01,3,Yes,Inactive,100200.33,0,15-02-2021,10-07-2023,Good
CUST1767,M,46,south ,53,19504.03,3,1,0,20937.38,1,15-01-2020,Aug 5 2023,Good
CUST1768,M,47,South,48,3979.71,1,0,Inactive,146844.54,0,15-01-2020,Aug 5 2023,Average
CUST1769,F,54,south ,25,5408.45,1,1,0,110918.71,No,15-01-2020,Aug 5 2023, poor
CUST1770,M,51,West,30,48676.57,4,No,Active,21789.53,0,15-01-2020,10-06-2023,Good
CUST1771,Female,67,south ,34,8253.67,4,1,Inactive,100215.64,0,15-01-2020,10-06-2023, poor
CUST1772,Male,53,South,10,96662.77,2,0,Active,95137.5,0,15-01-2020,Aug 5 2023, poor
CUST1773,Male,27,East,40,20341.19,4,1,1,125552.66,0,15-01-2020,Aug 5 2023,Good
CUST1774,Female,73,North,39,34887.58,2,1,1,87220.76,0,March 3 2022,Aug 5 2023, poor
CUST1775,Female,42,North,4,225.3,3,Yes,1,79026.17,0,March 3 2022,10-07-2023,Average
CUST1776,Male,72,south ,47,14781.78,2,1,Active,111694.63,1,March 3 2022,Aug 5 2023,Average
CUST1777,Female,69,south ,22,22442.12,4,0,Inactive,30943.17,0,15-01-2020,Aug 5 2023,Average
CUST1778,F,62,East,22,33244.28,2,Yes,Inactive,128436.83,No,15-01-2020,10-06-2023, poor
CUST1779,Female,20,NORTH,38,48676.57,2,Yes,0,77131.74,No,March 3 2022,Aug 5 2023,Bad
CUST1780,M,60,West,19,86767.73,3,No,Active,121719.59,No,15-01-2020,Aug 5 2023, poor
CUST1781,Male,66,South,25,45244.68,2,0,Active,38981.3,No,March 3 2022,10-06-2023,excellent 
CUST1782,Male,71,East,37,81225.97,2,1,0,33850.91,0,15-01-2020,Aug 5 2023, poor
CUST1783,Female,31,south ,6,29882.13,2,1,0,121722.46,No,15-02-2021,Aug 5 2023,Good
CUST1784,M,66,south ,5,28843.75,2,Yes,0,105786.13,0,March 3 2022,10-06-2023,Average
CUST1785,M,65,North,24,16796.48,4,1,Active,122408.02,0,15-01-2020,10-06-2023, poor
CUST1786,Male,28,South,8,59813.18,2,No,0,125021.5,No,15-02-2021,10-06-2023, poor
CUST1787,Female,18,West,26,8121.37,2,1,0,61895.85,No,15-01-2020,10-07-2023,Good
CUST1788,Male,55,south ,46,48676.57,2,Yes,Active,63328.98,0,15-02-2021,Aug 5 2023,Average
CUST1789,Female,58,South,15,14447.03,4,1,Inactive,149756.19,No,15-01-2020,10-07-2023,Average
CUST1790,Male,41,East,5,30816.43,2,No,Inactive,41047.44,No,March 3 2022,Aug 5 2023,Bad
CUST1791,Female,20,NORTH,9,91919.03,4,No,0,86717.08,0,March 3 2022,10-06-2023,Average
CUST1792,Male,52,NORTH,36,78998.74,2,Yes,Inactive,87220.76,0,15-01-2020,10-07-2023,Good
CUST1793,F,28,West,28,43138.84,3,1,0,54108.14,0,15-01-2020,10-06-2023,Good
CUST1794,Male,61,south ,43,77095.17,3,1,0,27243.13,0,March 3 2022,Aug 5 2023,Good
CUST1795,Male,48,South,57,63849.18,3,0,0,74895.53,Yes,March 3 2022,Aug 5 2023,Bad
CUST1796,F,18,North,49,15705.38,3,No,0,116614.98,0,15-01-2020,10-06-2023,Good
CUST1797,Male,18,South,4,74922.54,4,1,Inactive,48628.86,0,15-02-2021,10-07-2023,Good
CUST1798,F,32,South,50,67506.74,1,No,Inactive,147112.98,No,March 3 2022,Aug 5 2023,excellent 
CUST1799,Male,70,south ,19,65232.19,4,0,1,132587.91,No,15-01-2020,10-07-2023,Good
CUST1800,Female,38,West,32,80812.51,1,1,Active,30116.49,0,15-01-2020,Aug 5 2023, poor
CUST1801,M,22,North,36,70012.4,3,0,Inactive,87220.76,0,15-01-2020,10-07-2023,excellent 
CUST1802,M,45,South,41,23921.76,1,No,Active,149447.2,No,15-01-2020,10-07-2023,excellent 
CUST1803,Female,33,North,27,48676.57,4,0,Inactive,61030.74,0,15-02-2021,Aug 5 2023,Average
CUST1804,Female,78,south ,16,23947.14,4,No,Inactive,67131.98,0,15-01-2020,Aug 5 2023,Average
CUST1805,Female,21,South,21,89248.55,4,Yes,1,59271.05,0,March 3 2022,10-07-2023,Good
CUST1806,F,63,south ,32,37063.63,3,Yes,0,118754.23,Yes,15-01-2020,10-07-2023, poor
CUST1807,Male,68,North,36,42333.94,1,No,Inactive,59608.95,No,15-02-2021,10-06-2023,excellent 
CUST1808,M,42,NORTH,48,33550.04,2,0,0,87220.76,0,15-01-2020,10-06-2023, poor
CUST1809,Male,68,south ,1,85142.38,4,1,Active,45473.23,0,15-01-2020,Aug 5 2023,Good
CUST1810,M,47,East,50,4145.42,2,1,Active,95964.23,No,15-01-2020,10-07-2023,Good
CUST1811,M,75,south ,40,68342.81,4,No,0,124307.11,0,15-01-2020,Aug 5 2023,Good
CUST1812,Male,23,South,52,48676.57,3,0,0,148151.47,No,15-02-2021,10-07-2023,Good
CUST1813,Female,56,South,16,53715.3,2,1,Active,112605.16,No,15-02-2021,10-06-2023,Good
CUST1814,Male,52,North,21,17616.55,3,1,1,29060,0,March 3 2022,Aug 5 2023,Good
CUST1815,M,47,West,11,48676.57,1,Yes,0,104740.01,No,15-01-2020,10-07-2023,Good
CUST1816,M,48,NORTH,15,59171.64,3,1,0,137773.27,0,15-02-2021,Aug 5 2023, poor
CUST1817,M,32,south ,7,83783.54,4,0,0,137832.41,0,March 3 2022,10-06-2023,Good
CUST1818,Male,62,West,55,95289.09,2,1,0,141942.04,Yes,15-02-2021,10-07-2023, poor
CUST1819,M,18,South,38,99998.68,3,1,Active,103978.19,0,15-01-2020,Aug 5 2023,Bad
CUST1820,Male,78,South,8,34789.67,4,1,Active,88097.95,0,15-01-2020,10-07-2023,Good
CUST1821,Male,22,south ,43,39289.65,3,0,0,52885.71,No,March 3 2022,Aug 5 2023,Average
CUST1822,M,21,West,30,36079.17,3,0,0,110757.43,No,March 3 2022,Aug 5 2023,excellent 
CUST1823,Male,49,West,29,60016.78,3,1,Active,89804.76,0,15-01-2020,Aug 5 2023,excellent 
CUST1824,Male,37,East,55,68557.57,3,0,0,87220.76,0,15-01-2020,10-06-2023,Good
CUST1825,M,50,West,42,34470.77,2,1,Inactive,31935.13,0,15-02-2021,Aug 5 2023,Good
CUST1826,Female,41,North,39,24205.6,2,0,0,133374.06,No,March 3 2022,10-07-2023,Good
CUST1827,M,61,south ,8,48676.57,4,No,1,146984.33,No,15-01-2020,10-06-2023,excellent 
CUST1828,F,46,NORTH,4,74271.56,4,1,0,47068.59,No,15-01-2020,Aug 5 2023,excellent 
CUST1829,M,34,NORTH,46,73798.36,1,0,Active,87220.76,0,15-02-2021,Aug 5 2023,Average
CUST1830,Male,57,North,26,48676.57,3,1,0,61910.42,0,15-02-2021,Aug 5 2023,Good
CUST1831,Male,71,south ,30,52541.01,2,1,0,63292.43,1,15-01-2020,Aug 5 2023,Good
CUST1832,Male,37,NORTH,46,48676.57,1,0,Active,76030.73,Yes,15-01-2020,10-06-2023,Bad
CUST1833,F,30,South,38,48676.57,3,No,1,71252.76,0,March 3 2022,Aug 5 2023,Good
CUST1834,Male,31,south ,42,91170.52,3,1,Active,34028.92,0,15-01-2020,Aug 5 2023,excellent 
CUST1835,F,32,South,56,81864.24,2,Yes,Active,98151.04,0,15-02-2021,Aug 5 2023,Good
CUST1836,F,24,NORTH,18,3259.62,2,1,Active,135491.06,No,15-01-2020,Aug 5 2023,Average
CUST1837,F,74,North,47,37511.98,2,Yes,0,139817.51,0,15-01-2020,10-07-2023,Average
CUST1838,M,67,south ,7,71993.78,2,0,1,144705.55,No,15-01-2020,Aug 5 2023,Good
CUST1839,Male,71,south ,56,77537.5,3,0,Inactive,112055.73,0,March 3 2022,10-06-2023,Good
CUST1840,Male,42,south ,3,42665.85,4,1,Inactive,87220.76,0,March 3 2022,10-07-2023,excellent 
CUST1841,Male,72,NORTH,48,57468.98,1,Yes,1,139220.51,0,15-01-2020,10-06-2023,Bad
CUST1842,M,52,East,19,76524.94,4,1,Active,66488.28,0,15-01-2020,10-07-2023,Good
CUST1843,F,76,south ,45,4549.1,2,No,0,66272.45,0,15-01-2020,10-07-2023,Good
CUST1844,Female,69,South,48,66064.42,2,0,Active,102839.27,0,15-02-2021,Aug 5 2023,Average
CUST1845,Female,19,North,46,8913.9,4,1,Inactive,80347.14,1,March 3 2022,Aug 5 2023,Bad
CUST1846,Male,55,NORTH,7,49805.32,2,No,0,117514.93,0,15-01-2020,Aug 5 2023,Bad
CUST1847,F,43,south ,47,64706.88,4,1,0,88931.03,1,March 3 2022,10-07-2023,Good
CUST1848,Male,24,south ,57,11475.88,4,0,1,98001.06,1,15-01-2020,10-06-2023, poor
CUST1849,Female,73,NORTH,59,35751.68,2,1,Active,111218.56,0,15-01-2020,10-06-2023,Bad
CUST1850,Male,61,North,1,52137.25,4,No,Inactive,58296.09,No,March 3 2022,10-06-2023,Good
